platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info
43;911;2028-06-23;361,54;Industrial IoT Fundamentals;2025-07-20;HR Analytics Certificate;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
425;384;2028-06-28;86,73;Information Security Foundations;2025-05-24;Cloud Fundamentals Certificate;completion;;"Prepares students to understand core information security principles; requires no prior security certification."
436;861;2023-08-12;724,72;ERP Systems Introduction;2023-01-15;Data Professional;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
6;121;2024-07-04;900,0;Risk Management Essentials;2022-03-06;Data Professional;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
162;857;2029-09-26;989,73;Agile and Scrum Fundamentals;2023-11-28;Supply Chain Analytics Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
209;38;2024-09-30;759,64;HR Analytics;2024-01-03;Power BI Analyst Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
117;428;2022-12-08;400,0;Business Communication Skills;2021-06-13;Machine Learning Foundations Certificate;advanced;27,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
117;428;2031-04-27;1400,0;AI Tools for Productivity;2021-06-13;Machine Learning Foundations Certificate;advanced;110,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
282;824;2023-04-21;74,17;Cybersecurity Awareness;2022-11-06;Cloud Fundamentals Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
124;611;2025-05-29;210,33;Project Management Essentials;2021-08-03;HR Analytics Certificate;specialization;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
146;206;2026-12-17;266,18;Business Intelligence Foundations;2024-11-04;Business Intelligence Specialist;specialization;97,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
38;513;2032-11-13;91,42;Python for Business Analytics;2024-03-18;Database Foundations Certificate;completion;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
365;524;2033-05-30;104,14;Statistics for Decision Making;2024-07-23;Cloud Fundamentals Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
172;689;2023-11-04;556,15;Data Analysis Fundamentals;2021-10-02;Financial Modeling Certificate;professional;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
210;988;2028-01-08;1110,87;Supply Chain Analytics;2024-02-03;Machine Learning Foundations Certificate;advanced;18,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
109;859;2026-10-16;66,12;HR Analytics;2021-09-10;AI Productivity Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
173;139;2031-11-22;86,11;Leadership in Digital Teams;2024-04-23;AI Productivity Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
30;992;2026-08-05;77,93;Agile and Scrum Fundamentals;2025-01-10;Excel Professional Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
399;702;2030-01-27;316,64;Excel for Professionals;2023-04-07;Business Analytics Certificate;specialization;103,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
399;702;2029-05-17;255,61;Python for Business Analytics;2023-04-07;Business Analytics Certificate;specialization;152,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
170;620;2032-05-02;1036,57;Statistics for Decision Making;2024-11-30;Operations Excellence Certificate;advanced;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
55;625;2031-05-31;54,29;Supply Chain Analytics;2025-08-02;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
445;577;2023-01-14;963,44;Business Intelligence Foundations;2022-10-25;Supply Chain Analytics Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
217;118;2021-09-22;460,5;Data Governance Fundamentals;2021-08-28;Power BI Analyst Certificate;professional;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
283;898;2025-08-01;406,1;Leadership in Digital Teams;2021-09-02;Power BI Analyst Certificate;professional;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
212;584;2024-01-14;56,64;Cybersecurity Awareness;2022-10-03;Cloud Fundamentals Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
324;357;2030-05-13;836,8;Business Intelligence Foundations;2021-11-15;Supply Chain Analytics Certificate;advanced;7,0;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
324;357;2030-04-13;748,02;Data Governance Fundamentals;2021-11-15;Supply Chain Analytics Certificate;advanced;180,0;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
88;45;2034-04-07;83,29;Cloud Computing Basics;2025-07-07;Cybersecurity Awareness Certificate;completion;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
25;571;2030-01-04;293,06;Supply Chain Analytics;2025-03-30;HR Analytics Certificate;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
304;53;2033-06-19;103,41;Industrial IoT Fundamentals;2023-07-18;Database Foundations Certificate;completion;131,0;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
494;344;2029-06-01;70,39;Information Security Foundations;2024-01-22;Cloud Fundamentals Certificate;completion;;"Prepares students to understand core information security principles; requires no prior security certification."
231;652;2031-02-12;77,23;Supply Chain Analytics;2023-12-30;Excel Professional Certificate;completion;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
312;964;2024-05-16;120,0;Data Visualization with Power BI;2022-07-26;Cloud Fundamentals Certificate;completion;199,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
195;534;2026-10-04;493,13;Business Communication Skills;2025-09-15;Agile Practitioner Certificate;professional;117,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
73;546;2033-11-28;257,93;HR Analytics;2025-04-18;Business Intelligence Specialist;specialization;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
260;552;2032-08-08;110,48;Statistics for Decision Making;2024-09-20;Excel Professional Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
101;150;2028-09-23;643,88;Digital Marketing Analytics;2025-04-14;Industrial IoT Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
226;251;2028-10-06;450,0;Web Development Basics;2023-11-18;HR Analytics Certificate;specialization;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
111;441;2033-11-27;529,25;Agile and Scrum Fundamentals;2025-12-02;Data Professional;professional;15,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
111;441;2035-08-04;429,54;ERP Systems Introduction;2025-12-02;Data Professional;professional;59,0;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
26;954;2031-03-23;789,34;HR Analytics;2024-11-01;Agile Practitioner Certificate;professional;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
220;419;2025-12-25;66,4;Financial Modeling Essentials;2023-10-16;AI Productivity Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
232;460;2024-04-04;1400,0;ERP Systems Introduction;2023-07-02;Operations Excellence Certificate;advanced;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
158;877;2025-06-18;925,93;Cloud Computing Basics;2023-12-04;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
104;73;2024-02-23;74,4;Digital Marketing Analytics;2021-04-07;Database Foundations Certificate;completion;38,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
104;73;2024-02-23;59,05;R for Data Analysis;2021-04-07;Database Foundations Certificate;completion;116,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
488;799;2029-11-19;68,87;Cloud Computing Basics;2024-02-01;AI Productivity Certificate;completion;35,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
488;799;2033-10-31;65,9;ERP Systems Introduction;2024-02-01;AI Productivity Certificate;completion;89,0;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
487;182;2025-09-08;450,0;Business Communication Skills;2023-06-12;Business Analytics Certificate;specialization;;"Prepares students to communicate clearly in professional environments; requires no technical background."
371;567;2025-08-30;315,4;Web Development Basics;2024-07-25;Digital Marketing Analyst;specialization;107,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
117;648;2025-11-09;1152,1;Business Communication Skills;2021-06-13;Machine Learning Foundations Certificate;advanced;27,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
117;648;2025-11-09;931,57;AI Tools for Productivity;2021-06-13;Machine Learning Foundations Certificate;advanced;110,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
149;740;2024-02-22;779,43;Data Visualization with Power BI;2022-03-16;Operations Excellence Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
305;272;2027-12-29;82,55;Machine Learning Basics;2024-05-08;Excel Professional Certificate;completion;129,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
287;444;2031-03-27;120,0;HR Analytics;2025-10-27;Cloud Fundamentals Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
315;315;2022-06-16;197,46;SQL for Data Management;2021-09-02;Statistics for Business Certificate;specialization;3,0;"Prepares students to query and manage relational databases; requires no prior SQL experience."
131;955;2025-01-05;330,07;Business Intelligence Foundations;2022-04-25;Statistics for Business Certificate;specialization;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
343;618;2030-04-16;900,0;Industrial IoT Fundamentals;2024-01-26;Power BI Analyst Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
288;369;2025-02-23;432,33;Excel for Professionals;2023-11-08;Financial Modeling Certificate;professional;73,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
423;724;2026-08-23;100,11;Operations Management;2023-07-26;Cloud Fundamentals Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
277;418;2034-11-30;794,31;Data Analysis Fundamentals;2025-09-07;Power BI Analyst Certificate;professional;1,0;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
379;386;2028-10-12;181,18;ERP Systems Introduction;2024-12-24;Business Intelligence Specialist;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
476;284;2026-05-12;106,94;Leadership in Digital Teams;2025-06-09;Cloud Fundamentals Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
210;717;2028-02-22;731,03;Supply Chain Analytics;2024-02-03;Supply Chain Analytics Certificate;advanced;18,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
278;245;2033-06-22;82,2;SQL for Data Management;2024-06-09;Cybersecurity Awareness Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
378;96;2024-12-07;103,76;Statistics for Decision Making;2023-09-30;Web Development Foundations Certificate;completion;106,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
378;96;2024-12-07;110,35;Business Communication Skills;2023-09-30;Web Development Foundations Certificate;completion;147,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
102;785;2031-04-25;42,35;Project Management Essentials;2025-06-02;Cybersecurity Awareness Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
190;490;2025-05-11;1400,0;HR Analytics;2023-02-15;Industrial IoT Certificate;advanced;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
156;990;2033-11-09;1400,0;Operations Management;2025-12-29;Industrial IoT Certificate;advanced;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
486;158;2025-03-07;830,93;Excel for Professionals;2021-12-05;Power BI Analyst Certificate;professional;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
294;372;2026-01-06;82,28;Web Development Basics;2025-08-09;Excel Professional Certificate;completion;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
388;193;2025-06-17;62,25;Machine Learning Basics;2025-03-28;Database Foundations Certificate;completion;159,0;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
3;830;2028-04-01;616,02;SQL for Data Management;2023-12-06;Industrial IoT Certificate;advanced;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
365;411;2029-11-02;161,44;Data Governance Fundamentals;2024-07-23;HR Analytics Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
273;822;2028-06-17;357,12;Information Security Foundations;2023-10-28;Business Analytics Certificate;specialization;115,0;"Prepares students to understand core information security principles; requires no prior security certification."
283;6;2027-12-27;411,78;Cybersecurity Awareness;2021-09-02;Business Intelligence Specialist;specialization;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
238;663;2023-10-05;558,22;Digital Marketing Analytics;2022-10-30;Project Management Certificate;professional;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
218;823;2031-09-22;489,33;Machine Learning Basics;2025-10-21;Project Management Certificate;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics."
53;254;2026-02-04;589,24;Data Governance Fundamentals;2021-09-18;Agile Practitioner Certificate;professional;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
201;943;2024-01-12;459,54;Leadership in Digital Teams;2022-10-15;Project Management Certificate;professional;54,0;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
352;292;2025-06-12;73,05;Cybersecurity Awareness;2023-09-30;Excel Professional Certificate;completion;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background."
336;548;2023-12-23;704,99;Agile and Scrum Fundamentals;2021-10-18;Machine Learning Foundations Certificate;advanced;45,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
4;450;2028-03-22;1115,0;Process Improvement Techniques;2024-11-23;Industrial IoT Certificate;advanced;;"Prepares students to improve processes using structured methods; requires analytical thinking."
291;183;2032-01-30;888,67;Agile and Scrum Fundamentals;2025-04-22;Project Management Certificate;professional;195,0;"Prepares students to work in agile delivery environments; requires no prior agile certification."
138;177;2028-09-18;1075,32;Process Improvement Techniques;2024-10-25;Supply Chain Analytics Certificate;advanced;;"Prepares students to improve processes using structured methods; requires analytical thinking."
88;242;2026-03-08;277,09;SQL for Data Management;2025-07-07;Business Analytics Certificate;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
394;402;2033-01-28;402,9;SQL for Data Management;2024-08-01;Business Analytics Certificate;specialization;93,0;"Prepares students to query and manage relational databases; requires no prior SQL experience."
241;216;2023-03-12;72,98;Statistics for Decision Making;2022-01-30;Web Development Foundations Certificate;completion;196,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
215;966;2023-05-04;398,44;Information Security Foundations;2021-11-14;Business Intelligence Specialist;specialization;;"Prepares students to understand core information security principles; requires no prior security certification."
276;95;2029-04-06;228,11;Information Security Foundations;2022-06-13;Statistics for Business Certificate;specialization;145,0;"Prepares students to understand core information security principles; requires no prior security certification."
81;636;2030-08-17;60,72;Process Improvement Techniques;2022-10-01;Web Development Foundations Certificate;completion;28,0;"Prepares students to improve processes using structured methods; requires analytical thinking."
366;12;2030-05-09;51,29;Cloud Computing Basics;2021-04-25;Excel Professional Certificate;completion;155,0;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
398;746;2028-08-23;242,15;Statistics for Decision Making;2025-04-05;Business Intelligence Specialist;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
435;26;2025-03-12;401,81;Industrial IoT Fundamentals;2021-05-03;Business Intelligence Specialist;specialization;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
141;231;2027-04-09;210,06;Leadership in Digital Teams;2026-01-25;HR Analytics Certificate;specialization;144,0;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
62;753;2022-05-04;32,36;Digital Marketing Analytics;2022-04-02;Database Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
385;253;2035-09-06;62,71;Data Analysis Fundamentals;2026-02-06;Database Foundations Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge."
289;22;2025-06-05;188,99;Leadership in Digital Teams;2022-11-22;Business Analytics Certificate;specialization;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
395;436;2022-12-08;60,77;HR Analytics;2022-04-07;Web Development Foundations Certificate;completion;12,0;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge."
395;436;2024-05-27;120,0;AI Tools for Productivity;2022-04-07;Web Development Foundations Certificate;completion;170,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
12;462;2023-07-31;208,79;Database Design Principles;2022-07-18;Business Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
221;17;2033-07-17;1123,42;Industrial IoT Fundamentals;2025-07-31;Supply Chain Analytics Certificate;advanced;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity."
399;234;2023-11-04;559,08;Excel for Professionals;2023-04-07;Agile Practitioner Certificate;professional;103,0;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills."
399;234;2023-11-04;655,07;Python for Business Analytics;2023-04-07;Agile Practitioner Certificate;professional;152,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
404;644;2022-08-02;60,66;Data Governance Fundamentals;2021-07-17;Cloud Fundamentals Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
253;58;2024-06-20;863,37;Project Management Essentials;2021-09-04;Power BI Analyst Certificate;professional;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
231;658;2024-10-23;667,65;Cloud Computing Basics;2023-12-30;Power BI Analyst Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy."
301;563;2023-07-03;674,18;Business Intelligence Foundations;2022-08-16;Project Management Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning."
363;303;2026-02-01;595,25;ERP Systems Introduction;2021-05-30;Project Management Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
185;840;2025-06-18;1396,86;Agile and Scrum Fundamentals;2024-08-01;Operations Excellence Certificate;advanced;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
362;863;2027-10-20;699,54;Risk Management Essentials;2025-12-06;Project Management Certificate;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
315;198;2024-12-17;654,71;SQL for Data Management;2021-09-02;Power BI Analyst Certificate;professional;3,0;"Prepares students to query and manage relational databases; requires no prior SQL experience."
199;114;2023-05-01;722,56;Information Security Foundations;2023-03-03;Agile Practitioner Certificate;professional;175,0;"Prepares students to understand core information security principles; requires no prior security certification."
329;916;2022-12-28;39,16;AI Tools for Productivity;2022-10-27;Web Development Foundations Certificate;completion;50,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
441;99;2025-09-24;77,42;Financial Modeling Essentials;2024-07-23;AI Productivity Certificate;completion;100,0;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
346;744;2031-10-24;70,89;Database Design Principles;2023-04-30;Cloud Fundamentals Certificate;completion;194,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
410;674;2025-01-17;865,56;Information Security Foundations;2024-04-30;Agile Practitioner Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
224;64;2023-06-19;56,73;Risk Management Essentials;2022-01-09;Cloud Fundamentals Certificate;completion;23,0;"Prepares students to identify, assess, and report business risks; requires basic business literacy."
224;64;2023-06-19;77,79;Database Design Principles;2022-01-09;Cloud Fundamentals Certificate;completion;104,0;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
413;958;2024-03-28;900,0;Leadership in Digital Teams;2021-06-17;Power BI Analyst Certificate;professional;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
104;923;2025-07-04;569,85;Digital Marketing Analytics;2021-04-07;Project Management Certificate;professional;38,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
104;923;2025-07-04;360,96;R for Data Analysis;2021-04-07;Project Management Certificate;professional;116,0;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
384;524;2025-09-23;120,0;Data Governance Fundamentals;2023-09-06;Cloud Fundamentals Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
372;133;2022-02-23;56,44;Data Visualization with Power BI;2021-11-07;Database Foundations Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
8;210;2034-04-05;625,45;Statistics for Decision Making;2025-08-28;Industrial IoT Certificate;advanced;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
141;651;2031-01-03;200,81;Leadership in Digital Teams;2026-01-25;HR Analytics Certificate;specialization;144,0;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest."
422;919;2021-03-13;93,53;Operations Management;2021-02-25;AI Productivity Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
113;464;2023-03-28;114,18;Customer Experience Analytics;2023-02-24;Cloud Fundamentals Certificate;completion;172,0;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
460;85;2029-03-13;120,0;Project Management Essentials;2026-01-21;Cybersecurity Awareness Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
312;633;2025-08-11;72,89;Data Visualization with Power BI;2022-07-26;Database Foundations Certificate;completion;199,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
25;807;2032-12-15;201,76;Agile and Scrum Fundamentals;2025-03-30;Digital Marketing Analyst;specialization;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
134;775;2024-11-22;233,46;Business Communication Skills;2023-09-13;Statistics for Business Certificate;specialization;;"Prepares students to communicate clearly in professional environments; requires no technical background."
303;421;2024-09-21;581,8;Web Development Basics;2023-07-10;Data Professional;professional;167,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
27;429;2022-05-24;570,75;Information Security Foundations;2021-11-14;Financial Modeling Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
65;14;2026-01-08;900,0;ERP Systems Introduction;2023-03-28;Agile Practitioner Certificate;professional;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness."
197;449;2025-10-29;362,57;Process Improvement Techniques;2021-08-08;Financial Modeling Certificate;professional;;"Prepares students to improve processes using structured methods; requires analytical thinking."
109;238;2022-09-26;389,15;Information Security Foundations;2021-09-10;Power BI Analyst Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification."
416;715;2022-03-17;255,71;Financial Modeling Essentials;2021-12-24;Statistics for Business Certificate;specialization;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
233;674;2031-02-25;654,32;Digital Marketing Analytics;2025-06-01;Agile Practitioner Certificate;professional;98,0;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts."
233;674;2029-08-26;492,47;Statistics for Decision Making;2025-06-01;Agile Practitioner Certificate;professional;136,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
189;72;2025-02-23;60,35;Project Management Essentials;2023-01-05;Excel Professional Certificate;completion;64,0;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
303;773;2028-10-16;109,33;Web Development Basics;2023-07-10;Database Foundations Certificate;completion;167,0;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
250;194;2032-08-07;678,28;SQL for Data Management;2022-09-20;Agile Practitioner Certificate;professional;;"Prepares students to query and manage relational databases; requires no prior SQL experience."
408;391;2023-03-27;201,91;Database Design Principles;2023-01-28;HR Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge."
48;260;2032-01-13;752,95;Data Visualization with Power BI;2024-09-28;Operations Excellence Certificate;advanced;169,0;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
63;21;2025-01-19;689,01;AI Tools for Productivity;2022-03-12;Data Professional;professional;80,0;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy."
378;2;2026-04-04;183,3;Statistics for Decision Making;2023-09-30;Business Analytics Certificate;specialization;106,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
378;2;2030-05-05;340,78;Business Communication Skills;2023-09-30;Business Analytics Certificate;specialization;147,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
378;701;2026-01-26;509,81;Statistics for Decision Making;2023-09-30;Data Professional;professional;106,0;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
378;701;2026-01-26;652,85;Business Communication Skills;2023-09-30;Data Professional;professional;147,0;"Prepares students to communicate clearly in professional environments; requires no technical background."
466;346;2024-06-16;297,21;Python for Business Analytics;2021-05-20;Business Intelligence Specialist;specialization;92,0;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
352;99;2024-04-22;49,03;Financial Modeling Essentials;2023-09-30;AI Productivity Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
190;33;2025-12-23;58,02;Data Governance Fundamentals;2023-02-15;Database Foundations Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
220;881;2024-05-16;900,0;Statistics for Decision Making;2023-10-16;Data Professional;professional;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics."
334;327;2026-06-10;450,0;R for Data Analysis;2025-11-24;Digital Marketing Analyst;specialization;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge."
115;448;2025-01-16;488,27;Web Development Basics;2021-06-27;Machine Learning Foundations Certificate;advanced;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy."
298;420;2033-05-31;1296,58;Python for Business Analytics;2025-08-08;Operations Excellence Certificate;advanced;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
491;319;2023-12-25;80,4;Financial Modeling Essentials;2021-06-03;AI Productivity Certificate;completion;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
226;742;2025-05-11;450,0;Data Governance Fundamentals;2023-11-18;Business Analytics Certificate;specialization;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity."
376;765;2029-12-31;59,63;Agile and Scrum Fundamentals;2025-04-11;Cybersecurity Awareness Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification."
18;287;2027-01-30;390,29;Data Visualization with Power BI;2024-09-04;Digital Marketing Analyst;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills."
69;432;2030-07-28;65,21;Project Management Essentials;2025-10-28;Excel Professional Certificate;completion;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills."
102;211;2028-01-28;446,3;Operations Management;2025-06-02;HR Analytics Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
447;175;2024-02-13;450,0;Operations Management;2023-06-23;Statistics for Business Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge."
398;887;2030-07-10;307,07;Python for Business Analytics;2025-04-05;Digital Marketing Analyst;specialization;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic."
185;952;2026-02-02;48,66;Process Improvement Techniques;2024-08-01;Excel Professional Certificate;completion;;"Prepares students to improve processes using structured methods; requires analytical thinking."
28;708;2024-05-18;1400,0;Financial Modeling Essentials;2023-04-01;Machine Learning Foundations Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge."
210;623;2033-12-18;700,85;Supply Chain Analytics;2024-02-03;Project Management Certificate;professional;18,0;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge."
262;435;2023-02-07;325,32;Customer Experience Analytics;2022-12-07;Statistics for Business Certificate;specialization;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills."
